NGR01,0.9090739282265270000,0.0511881452908752000,0.0149867225202485000,0.0181268413443719000,0.0025796889121669500,0.0019013054379161200,0.0016382525680416900,0.0000325596316954381,0.0000099974004159335,0.0000099974004159335,0.0000099974004159335,0.0000099974004159335,0.0002125976615015940,0.0000099974004159335,0.0000099974004159335,0.0000099974004159335,0.0000099974004159335,0.0000099974004159335,0.0000099974004159335,0.0000099974004159335,0.0000099974004159335,0.0000099974004159335,0.0000099974004159335,0.0000099974004159335,0.0000099974004159335,0.0001000000000000000;
NGR02,0.0141597042134880000,0.8522114974649360000,0.0697425537759724000,0.0322781450133206000,0.0191492815359924000,0.0060204180586642900,0.0038685417244429200,0.0015836842684438200,0.0002659622435554500,0.0000096643985627768,0.0000096643985627768,0.0000096643985627768,0.0002055162791110300,0.0002055162791110300,0.0000096643985627768,0.0000120891928888841,0.0000241783857777682,0.0000120891928888841,0.0000096643985627768,0.0000096643985627768,0.0000096643985627768,0.0000096643985627768,0.0000241783857777682,0.0000096643985627768,0.0000096643985627768,0.0001400000000000000;
NGR03,0.0100663273892030000,0.0201326547784061000,0.7494368554424640000,0.0991618707118601000,0.0725485745281623000,0.0211106326320171000,0.0146623767929876000,0.0082141209539580800,0.0012190165632087600,0.0022671429540050700,0.0003645657011465440,0.0000683560689649771,0.0003987437356290330,0.0000097494696263468,0.0000341780344824885,0.0000170890172412443,0.0000097494696263468,0.0000097494696263468,0.0000097494696263468,0.0000097494696263468,0.0000097494696263468,0.0000097494696263468,0.0000097494696263468,0.0000097494696263468,0.0000097494696263468,0.0002000000000000000;
NGR04,0.0049703823023790200,0.0099407646047580300,0.0411677316784001000,0.7401449330078190000,0.1185866899413840000,0.0418967359733795000,0.0180158301369077000,0.0120923373487027000,0.0061688445604975900,0.0012968593678318800,0.0026755026597612700,0.0010281407600829300,0.0003972362027593150,0.0002453517722925180,0.0000098228899256502,0.0000993090506898287,0.0001986181013796570,0.0001518844304667970,0.0001051507595539360,0.0000876256329616135,0.0000701005063692908,0.0000098228899256502,0.0003037688609335940,0.0000098228899256502,0.0000467336709128605,0.0002800000000000000;
NGR05,0.0031477278518078200,0.0087949775079372900,0.0112797673566343000,0.0404293968860121000,0.7488940535290170000,0.1114697243671000000,0.0428101119038404000,0.0147305017672102000,0.0077280367867247900,0.0050808206020554100,0.0015845553304879300,0.0014856730272629800,0.0006739761005085990,0.0003763512859942030,0.0002974585794381710,0.0001718397484063460,0.0001355663814587030,0.0000992930145110605,0.0000759299522731639,0.0000525668900352673,0.0000615822673932643,0.0000350445933568449,0.0000098213037497904,0.0001518599045463280,0.0000233630622378966,0.0004000000000000000;
NGR06,0.0006694174465889340,0.0013388348931778700,0.0070412798085650800,0.0127437247239523000,0.0400857084312959000,0.7651689346899140000,0.1053920211825150000,0.0441576652848282000,0.0115599741639957000,0.0033985845368268900,0.0040328274257417600,0.0018907618197839700,0.0002991711740164510,0.0003231048679377670,0.0003590054088197410,0.0003530219853394120,0.0003470385618590830,0.0001735192809295420,0.0000099172955050212,0.0000099172955050212,0.0000099172955050212,0.0000359005408819741,0.0000099172955050212,0.0000099172955050212,0.0000099172955050212,0.0005700000000000000;
NGR07,0.0003098725375222560,0.0006197450750445110,0.0011232879485181800,0.0111166772836109000,0.0298639658037074000,0.0486112543238038000,0.7500174265222270000,0.0972019615101101000,0.0359563938267509000,0.0090008335721664200,0.0050578347713216800,0.0022766124028686900,0.0026638712136659400,0.0017602673218056900,0.0006102260048926390,0.0007393122751583890,0.0008683985454241400,0.0006043584471532860,0.0003403183488824330,0.0002288347518347400,0.0001173511547870460,0.0000096835167975705,0.0000821458083509322,0.0000096835167975705,0.0000096835167975705,0.0008000000000000000;
NGR08,0.0003817401421310950,0.0007634802842621910,0.0001586452538726630,0.0015963678670936700,0.0058946627142061300,0.0101929575613186000,0.0479207819979113000,0.7714968272469440000,0.0969992784964963000,0.0358097694807854000,0.0126239327965407000,0.0054427972361153500,0.0026374788368840900,0.0015345331414598400,0.0016064643824657700,0.0011089399655080800,0.0006114155485504030,0.0004735473366223710,0.0003356791246943390,0.0002397708033530990,0.0001438624820118600,0.0004076103657002690,0.0003956218255326140,0.0000839197811735848,0.0000099153283670414,0.0011300000000000000;
NGR09,0.0000845114663693120,0.0001690229327386240,0.0006363216291336430,0.0008948272909691860,0.0014814362928267600,0.0020680452946843400,0.0149137881828198000,0.0602715893095023000,0.7611550074865720000,0.0870123276920026000,0.0392389021361991000,0.0134984809187622000,0.0065315230252075200,0.0020776463718279200,0.0024757582514596100,0.0018723699338928200,0.0012689816163260300,0.0009641772084830140,0.0006593728006399970,0.0004665373589433940,0.0002737019172467910,0.0000746459774309431,0.0000497639849539620,0.0000870869736694336,0.0001741739473388670,0.0016000000000000000;
NGR10,0.0001189764436001620,0.0002379528872003240,0.0003767587380671790,0.0008724939197345200,0.0010063424187847000,0.0011401909178348800,0.0020225995412027500,0.0154867670752877000,0.0609357685305496000,0.7572701914595800000,0.0934853490323614000,0.0329753669217570000,0.0091904590082934900,0.0052446886073994900,0.0037619612207281300,0.0037803421387447200,0.0037987230567613100,0.0024017732875007000,0.0010048235182400900,0.0007658715840244570,0.0005269196498088270,0.0006249512125639570,0.0003921262510205220,0.0000857776174107393,0.0002328249615434350,0.0022600000000000000;
